,cond,age,risk-taking,iteration,date,portfolio_cumulative_return,portfolio_std_dev,sharpe_ratio
278,control,15,neutral,5,2024-03-31,0.11665887715733025,0.1400968611032757,0.7984791247814887
279,control,15,neutral,5,2024-04-30,0.07013701160629604,0.1470925732755813,0.2789456851257414
280,control,15,neutral,5,2024-05-31,0.1597755343538514,0.1459168562083194,0.9033438720911376
281,control,15,neutral,5,2024-06-30,0.23183860453251848,0.14778015352847654,1.2493211339071553
282,control,15,neutral,5,2024-07-31,0.237352790065962,0.1497153980830324,1.149341681161892
283,control,15,neutral,5,2024-08-31,0.2518363316328345,0.1487879729384111,1.1335191465301626
284,control,15,neutral,5,2024-09-30,0.2848727839066698,0.15101032034105738,1.1652393648376482
285,control,15,neutral,5,2024-10-31,0.2505556440936103,0.14993835293504293,0.9224252217390853
286,control,15,neutral,5,2024-11-30,0.32528314775866574,0.14886891959898085,1.1853566266508684
287,control,15,neutral,5,2024-12-31,0.3440361957274536,0.14683484310967854,1.1746242838314684
288,control,15,neutral,6,2023-07-31,0.0100251578841839,0.09982910551044609,0.6705227950497337
289,control,15,neutral,6,2023-08-31,-0.005078283370754333,0.12539469713005888,-0.5691195721064651
290,control,15,neutral,6,2023-09-30,-0.04811802880634808,0.13410172113420232,-1.650966074949457
291,control,15,neutral,6,2023-10-31,0.0025901638065517485,0.13121852159664935,-0.2657860498050082
292,control,15,neutral,6,2023-11-30,0.10595953610222009,0.15933031464515107,1.4209168489633275
293,control,15,neutral,6,2023-12-31,0.1458541750367881,0.14821433603364403,1.736873635887003
294,control,15,neutral,6,2024-01-31,0.18096397562705224,0.14722250221051653,1.8980752718308764
295,control,15,neutral,6,2024-02-29,0.3064585554994075,0.14563838816152624,3.057015050003629
296,control,15,neutral,6,2024-03-31,0.35745820165120334,0.14040288529400538,3.1724591889761933
297,control,15,neutral,6,2024-04-30,0.27905530316935323,0.15158305536545372,1.9475474110696267
298,control,15,neutral,6,2024-05-31,0.34580852259931505,0.14357667518338466,2.3482592505199427
