,cond,age,risk-taking,iteration,date,portfolio_cumulative_return,portfolio_std_dev,sharpe_ratio
278,control,15,neutral,5,2024-03-31,0.2209378012969323,0.14083269051530942,1.8029282482289304
279,control,15,neutral,5,2024-04-30,0.16046920077858728,0.14986428156620432,1.000384802181435
280,control,15,neutral,5,2024-05-31,0.25964762910992345,0.146553741625777,1.6494679372784122
281,control,15,neutral,5,2024-06-30,0.32120938469712934,0.14348509258133657,1.895017539153643
282,control,15,neutral,5,2024-07-31,0.32004847115227064,0.14171594323912662,1.7352143905318356
283,control,15,neutral,5,2024-08-31,0.3037911164397811,0.14557575727705263,1.451962424728131
284,control,15,neutral,5,2024-09-30,0.3421391834759382,0.15335371794993022,1.4251179953246065
285,control,15,neutral,5,2024-10-31,0.3155329756940224,0.15241825232318912,1.20445477687372
286,control,15,neutral,5,2024-11-30,0.4455352260138292,0.15391195070632105,1.6448896896451095
287,control,15,neutral,5,2024-12-31,0.4565093720545246,0.15404123558056776,1.5480933713068379
288,control,15,neutral,6,2023-07-31,0.034203471209435454,0.15192869191933733,2.477223202145896
289,control,15,neutral,6,2023-08-31,0.021135536652413967,0.1804310190968989,0.47703332411065374
290,control,15,neutral,6,2023-09-30,-0.03778241469119681,0.1716772440190039,-1.078508469610899
291,control,15,neutral,6,2023-10-31,-0.025922241038466187,0.16215088068512074,-0.7119557579549293
292,control,15,neutral,6,2023-11-30,0.07167239905431533,0.18400157670276404,0.7357549391785129
293,control,15,neutral,6,2023-12-31,0.1220145173146785,0.17276299896884834,1.191512812955961
294,control,15,neutral,6,2024-01-31,0.12090661593057916,0.18099522418864172,0.9317135948863596
295,control,15,neutral,6,2024-02-29,0.20224251991565856,0.16907291505360833,1.6110185320675443
296,control,15,neutral,6,2024-03-31,0.23027596596010969,0.16181410679451474,1.6488970911935534
297,control,15,neutral,6,2024-04-30,0.2093607770044792,0.17254005583138865,1.2142835676676556
298,control,15,neutral,6,2024-05-31,0.303548420774326,0.16647176424752827,1.7437687503827515
299,control,15,neutral,6,2024-06-30,0.3821013709428085,0.16193627210523837,2.0459359492478266
300,control,15,neutral,6,2024-07-31,0.37990382006566725,0.1628940486622346,1.836127278238213
