,cond,age,risk-taking,iteration,date,portfolio_cumulative_return,portfolio_std_dev,sharpe_ratio
118,control,15,averse,6,2024-05-31,0.09775236977431745,0.1053126566095941,0.6071477988614477
119,control,15,averse,6,2024-06-30,0.13777574413050653,0.10377841573739344,0.892585702269517
120,control,15,averse,6,2024-07-31,0.16263494546513968,0.1024082443498299,1.0252193475415643
121,control,15,averse,6,2024-08-31,0.19004997168962223,0.10200778957370142,1.1519846942780554
122,control,15,averse,6,2024-09-30,0.20709055545406008,0.10357380327021881,1.1341765618015622
123,control,15,averse,6,2024-10-31,0.18123112331269287,0.10299601871470097,0.8673266029943011
124,control,15,averse,6,2024-11-30,0.22486972962968554,0.10350869191708492,1.0705701617742467
125,control,15,averse,6,2024-12-31,0.203486833113123,0.10162604337424144,0.8588889458205367
126,control,15,averse,7,2023-07-31,0.011080183491035012,0.09442476815284401,0.837152299531623
127,control,15,averse,7,2023-08-31,-0.00646888979416671,0.09672081502463241,-0.8186445985313091
128,control,15,averse,7,2023-09-30,-0.043178450129657486,0.0883813504889751,-2.3107038161373246
129,control,15,averse,7,2023-10-31,-0.0340609782730954,0.08590375976789681,-1.6022823229944774
130,control,15,averse,7,2023-11-30,0.041689227534913,0.11055960703302055,0.533432288476211
131,control,15,averse,7,2023-12-31,0.08546557650819131,0.10552736715144603,1.2198036910818626
132,control,15,averse,7,2024-01-31,0.10588487189176288,0.09683160423131693,1.4616728659961367
133,control,15,averse,7,2024-02-29,0.1803781218856455,0.09514240361946735,2.491135753175886
134,control,15,averse,7,2024-03-31,0.20778122492656292,0.09318356788212177,2.530291208395806
135,control,15,averse,7,2024-04-30,0.1385496823236716,0.09952070751635299,1.2394654083121015
136,control,15,averse,7,2024-05-31,0.18329836555637957,0.09742819671235389,1.6179562380223056
137,control,15,averse,7,2024-06-30,0.17535131228475898,0.09720609940777732,1.3311584273788097
138,control,15,averse,7,2024-07-31,0.2194020305701192,0.09370759908773096,1.6646550987240185
139,control,15,averse,7,2024-08-31,0.24731512077616968,0.09388649904822428,1.7566370778841716
140,control,15,averse,7,2024-09-30,0.26225643925457276,0.09722626701795138,1.6357220808897113
141,control,15,averse,7,2024-10-31,0.27828409448895286,0.09871314417586764,1.5975520607957407
142,control,15,averse,7,2024-11-30,0.3735320116812917,0.10038908168286723,2.066739617898315
143,control,15,averse,7,2024-12-31,0.33303099548510295,0.0991319548282619,1.6737176755762622
144,control,15,averse,8,2023-07-31,0.015615971202586065,0.06083732594901991,2.177699140913391
145,control,15,averse,8,2023-08-31,0.0062100637566211425,0.0732682151939298,-0.08134805798862275
146,control,15,averse,8,2023-09-30,-0.022955272106072844,0.06935759362185272,-1.8899818763821987
147,control,15,averse,8,2023-10-31,-0.03645042141978694,0.06839163196437098,-2.1068723534286553
148,control,15,averse,8,2023-11-30,0.01600604741838385,0.08468267542959004,-0.04878114704802201
149,control,15,averse,8,2023-12-31,0.04669941936798394,0.08130535996279988,0.6088755408706973
150,control,15,averse,8,2024-01-31,0.0549004951893759,0.077258108082342,0.6655174832610607
151,control,15,averse,8,2024-02-29,0.07898442839896602,0.07363342054802714,1.0483363622992952
152,control,15,averse,8,2024-03-31,0.09862291300282333,0.07109584842507019,1.233369839151293
153,control,15,averse,8,2024-04-30,0.07120250792566996,0.07314076019097354,0.5784160920985604
154,control,15,averse,8,2024-05-31,0.10153980733346102,0.07059662665819702,0.9642955411297417
155,control,15,averse,8,2024-06-30,0.12305520512048784,0.06863532522744159,1.139671174251322
156,control,15,averse,8,2024-07-31,0.1351974939242626,0.06771653289280623,1.1852814852092235
157,control,15,averse,8,2024-08-31,0.15254748365840642,0.06832006873345697,1.2628647534622484
158,control,15,averse,8,2024-09-30,0.16908063211291857,0.0701702134984904,1.2626223690732938
159,control,15,averse,8,2024-10-31,0.1577885736780027,0.06940435119593466,1.0460999651235101
160,control,15,averse,8,2024-11-30,0.1942468587869437,0.07149198818999272,1.2655642407239809
161,control,15,averse,8,2024-12-31,0.17642788862049286,0.07074731106222346,0.9965354611541977
162,control,15,averse,9,2023-07-31,0.016161690719824984,0.08268275278762253,1.6819394644263825
163,control,15,averse,9,2023-08-31,-0.00043234507431511027,0.08337031807327511,-0.5382309061767143
164,control,15,averse,9,2023-09-30,-0.0376812892238545,0.07978660184779136,-2.316114954742856
165,control,15,averse,9,2023-10-31,-0.060858150332350536,0.08239229209899897,-2.5277465774070382
166,control,15,averse,9,2023-11-30,0.00039453897349983613,0.10812218981751164,-0.3833095611672805
167,control,15,averse,9,2023-12-31,0.041621230388231734,0.1079837159247541,0.3641786951205047
168,control,15,averse,9,2024-01-31,0.03902037478604381,0.10004228760898985,0.23927834851991303
169,control,15,averse,9,2024-02-29,0.05836050658848113,0.09458613479155688,0.4815384695598629
170,control,15,averse,9,2024-03-31,0.07112715026927918,0.09116460833489617,0.5600731761469734
171,control,15,averse,9,2024-04-30,0.023888035186225176,0.09210197793677492,-0.15292656651778974
172,control,15,averse,9,2024-05-31,0.053535002064863724,0.09104820731318487,0.17294673214870943
173,control,15,averse,9,2024-06-30,0.06810335422426039,0.08786381322762578,0.2776950839295787
174,control,15,averse,9,2024-07-31,0.1063470094773229,0.08539887572796925,0.6347304951171325
175,control,15,averse,9,2024-08-31,0.13627758563686276,0.08444355847885888,0.8607271911260264
176,control,15,averse,9,2024-09-30,0.14970787181871814,0.08359377532219371,0.8829181719268056
177,control,15,averse,9,2024-10-31,0.13197023061350555,0.08321439069093313,0.6498902475197382
178,control,15,averse,9,2024-11-30,0.16112277366987415,0.08380433877929953,0.8150620194543504
179,control,15,averse,9,2024-12-31,0.1192941388738522,0.08366253855219741,0.41386261874626956
180,control,15,neutral,0,2023-07-31,0.017504517387592067,0.1032821546122487,1.5046697142534662
181,control,15,neutral,0,2023-08-31,-0.021928225270715584,0.17277536088162165,-0.9412053830838923
182,control,15,neutral,0,2023-09-30,-0.0720322419173266,0.1540492374739543,-1.9528967010384755
183,control,15,neutral,0,2023-10-31,-0.07163822230264238,0.14109225454054167,-1.670024533617023
184,control,15,neutral,0,2023-11-30,0.030705454625722828,0.1712789525307003,0.18522135018952535
185,control,15,neutral,0,2023-12-31,0.08436305703608027,0.1618984073582247,0.7809395055996334
186,control,15,neutral,0,2024-01-31,0.08014616075498915,0.16512059849123917,0.5794584044080298
187,control,15,neutral,0,2024-02-29,0.17207212459984578,0.1570933545181187,1.4237398353925013
188,control,15,neutral,0,2024-03-31,0.18542992627532606,0.15101454706356726,1.3582629991884203
189,control,15,neutral,0,2024-04-30,0.12913546527813358,0.15878051611566388,0.7051845231658231
190,control,15,neutral,0,2024-05-31,0.2497914182319283,0.1588343475769673,1.4534281476588302
191,control,15,neutral,0,2024-06-30,0.2960483659421802,0.15481074303744202,1.5977279106770248
192,control,15,neutral,0,2024-07-31,0.31415316938730875,0.15198968055662493,1.583382216453563
193,control,15,neutral,0,2024-08-31,0.2974523639138178,0.15574659052014325,1.323769200945365
194,control,15,neutral,0,2024-09-30,0.32829784658068784,0.163551301295769,1.273548355690001
195,control,15,neutral,0,2024-10-31,0.3050703281042899,0.16291832950210655,1.0823240323869627
196,control,15,neutral,0,2024-11-30,0.44918668132356454,0.16816818623078472,1.519115909031209
197,control,15,neutral,0,2024-12-31,0.4456788102799092,0.16668641958020525,1.3929931139905107
198,control,15,neutral,1,2023-07-31,0.012060257073605696,0.09002046941105941,1.0042684241008943
199,control,15,neutral,1,2023-08-31,-0.026039914979074208,0.20792631567266956,-0.8838331311664099
200,control,15,neutral,1,2023-09-30,-0.07843218431419985,0.1803152335646504,-1.7807050804708866
201,control,15,neutral,1,2023-10-31,-0.08324812850924057,0.17018235691827835,-1.5538079265486213
202,control,15,neutral,1,2023-11-30,0.0226705301514869,0.1892132618631587,0.06362324617234702
203,control,15,neutral,1,2023-12-31,0.06699710435930784,0.17894651610996432,0.5065763927387555
204,control,15,neutral,1,2024-01-31,0.029304531309364945,0.17312706101803024,0.04196517610056765
205,control,15,neutral,1,2024-02-29,0.09174443246882724,0.16574873361488554,0.584739155424515
206,control,15,neutral,1,2024-03-31,0.08288614701789232,0.16224755598192844,0.41103584330246445
207,control,15,neutral,1,2024-04-30,0.05251442610352619,0.17474534050325027,0.1143239674235851
208,control,15,neutral,1,2024-05-31,0.13972731362490665,0.1770157172078733,0.6205108549731366
209,control,15,neutral,1,2024-06-30,0.2055892062152962,0.1745033466457248,0.910966300536393
210,control,15,neutral,1,2024-07-31,0.2643053898087999,0.17785410154258968,1.1030643218721552
211,control,15,neutral,1,2024-08-31,0.27043855060048605,0.1781989124296672,1.032430672912782
212,control,15,neutral,1,2024-09-30,0.3285502097049,0.18145004960461497,1.148953657890066
213,control,15,neutral,1,2024-10-31,0.3196952188939457,0.1791122399679944,1.0410295897902375
214,control,15,neutral,1,2024-11-30,0.4772219287718944,0.18417882002926916,1.482579387926268
215,control,15,neutral,1,2024-12-31,0.5215862681218055,0.18176725567521682,1.5176411686387623
216,control,15,neutral,2,2023-07-31,0.02523940555095172,0.10700809234189756,2.369515479847783
217,control,15,neutral,2,2023-08-31,-0.0023293721844205306,0.17665471852631454,-0.3156495872274025
218,control,15,neutral,2,2023-09-30,-0.051738743974523826,0.15813017451278322,-1.4786392857656538
219,control,15,neutral,2,2023-10-31,-0.03230816946570614,0.1538798759923328,-0.86360297393868
220,control,15,neutral,2,2023-11-30,0.06914907390279512,0.17772426348051834,0.7249205322844849
221,control,15,neutral,2,2023-12-31,0.10133798449895148,0.16648119100849806,0.9726419501363285
222,control,15,neutral,2,2024-01-31,0.10880540117598536,0.17354985768208842,0.8457824737881343
223,control,15,neutral,2,2024-02-29,0.16171601014580506,0.16441896046439816,1.2594413834782314
224,control,15,neutral,2,2024-03-31,0.18242408620528572,0.1583819864307773,1.2691270159459949
225,control,15,neutral,2,2024-04-30,0.15020507771989333,0.16743174472373626,0.8210447345142815
226,control,15,neutral,2,2024-05-31,0.26080828901445985,0.1625422051103577,1.4951042999519994
227,control,15,neutral,2,2024-06-30,0.3340232313704039,0.16026691963014542,1.7746132672009147
228,control,15,neutral,2,2024-07-31,0.3261654291582914,0.1619603816394767,1.5519384461749983
229,control,15,neutral,2,2024-08-31,0.32043886753733686,0.16085521944132464,1.398801661658344
230,control,15,neutral,2,2024-09-30,0.35378821768279,0.16712693137532272,1.3592176995824015
231,control,15,neutral,2,2024-10-31,0.33197283071882056,0.164321619605644,1.1863540249160822
232,control,15,neutral,2,2024-11-30,0.4230834750058725,0.1638994134439535,1.45818357694771
233,control,15,neutral,2,2024-12-31,0.46506095260852254,0.16246897176811545,1.4982262572245897
234,control,15,neutral,3,2023-07-31,-0.004696679724618957,0.09138840242364467,-0.9865404834472875
235,control,15,neutral,3,2023-08-31,-0.04391079401889486,0.2127665486210962,-1.2732168121747258
236,control,15,neutral,3,2023-09-30,-0.0812285222790563,0.1810605116779039,-1.8215070088760168
237,control,15,neutral,3,2023-10-31,-0.09069007948004482,0.17064941276976633,-1.6556457152713702
238,control,15,neutral,3,2023-11-30,0.012385890738985328,0.1835017184967432,-0.07004688087958559
239,control,15,neutral,3,2023-12-31,0.057688241704748844,0.17614554720062445,0.40698924912874956
240,control,15,neutral,3,2024-01-31,-0.004868185954840509,0.16783774675170754,-0.3010620972624845
241,control,15,neutral,3,2024-02-29,0.07177271096490956,0.16733945464932615,0.3949641607771477
242,control,15,neutral,3,2024-03-31,0.062078990024892367,0.16580260625547316,0.23562056678546026
243,control,15,neutral,3,2024-04-30,0.03771078639861125,0.1801007465719606,0.013000886187613627
244,control,15,neutral,3,2024-05-31,0.10383164351123231,0.18320902877887568,0.3852383382367067
245,control,15,neutral,3,2024-06-30,0.1512147780959563,0.17774466471273762,0.5951405918050602
246,control,15,neutral,3,2024-07-31,0.23418391977692887,0.1831624771917126,0.9239689154065203
247,control,15,neutral,3,2024-08-31,0.22326254263705247,0.18301803736307978,0.7925447439580001
248,control,15,neutral,3,2024-09-30,0.3054379718863449,0.18488828360606058,1.034684942657471
249,control,15,neutral,3,2024-10-31,0.3011583400750708,0.18578678151955344,0.9344886315442402
250,control,15,neutral,3,2024-11-30,0.5091335080042472,0.1972106747812959,1.4855414552854906
251,control,15,neutral,3,2024-12-31,0.5659446534218004,0.19540224606453127,1.540559815823464
252,control,15,neutral,4,2023-07-31,0.022259003542809852,0.12079992853059285,1.779042305720743
253,control,15,neutral,4,2023-08-31,0.004400459626941133,0.18519007022001163,-0.09008815429122381
254,control,15,neutral,4,2023-09-30,-0.06486420721065078,0.17432767236974722,-1.5927685331164765
255,control,15,neutral,4,2023-10-31,-0.026075589221633,0.17000038246748825,-0.6815617316372445
256,control,15,neutral,4,2023-11-30,0.0865469973221562,0.20405734201913447,0.8545871365786307
257,control,15,neutral,4,2023-12-31,0.140672028135731,0.19374534697919993,1.2703887904234814
258,control,15,neutral,4,2024-01-31,0.18046146632063542,0.19470932839214203,1.4303170587431646
259,control,15,neutral,4,2024-02-29,0.3671292147531162,0.1915933471890766,2.8654652731071018
260,control,15,neutral,4,2024-03-31,0.42257015026109657,0.1842316959521907,2.9248804059384432
261,control,15,neutral,4,2024-04-30,0.36101595753747207,0.2033394355376305,1.9528471211358334
262,control,15,neutral,4,2024-05-31,0.5404433919204215,0.20025209999661409,2.769219079014749
263,control,15,neutral,4,2024-06-30,0.637870053692503,0.19875944528366796,2.9196911844613274
264,control,15,neutral,4,2024-07-31,0.6623496104771829,0.19387882794828123,2.8238760897444624
265,control,15,neutral,4,2024-08-31,0.6397613437505418,0.20378448618951855,2.3652316090152214
266,control,15,neutral,4,2024-09-30,0.6966903405441962,0.21625977818171413,2.1932907155645514
267,control,15,neutral,4,2024-10-31,0.7320372961872499,0.21342976108772807,2.162330043407374
268,control,15,neutral,4,2024-11-30,0.957855278062413,0.211736527400346,2.6495076996076308
269,control,15,neutral,4,2024-12-31,0.9979617336015834,0.2087566188168903,2.5613894346341257
270,control,15,neutral,5,2023-07-31,0.02770849093563421,0.11801927028829055,2.42660051482769
271,control,15,neutral,5,2023-08-31,-0.0008514419935125028,0.17235934537909525,-0.2743484187996114
272,control,15,neutral,5,2023-09-30,-0.0695608019119961,0.16538040862783365,-1.771134619552385
273,control,15,neutral,5,2023-10-31,-0.05068680454102592,0.1559735260066923,-1.1662323660973353
274,control,15,neutral,5,2023-11-30,0.07541796026703285,0.1944545635395603,0.7463583162505888
275,control,15,neutral,5,2023-12-31,0.12447282813004246,0.18083213980465823,1.1675013397950513
276,control,15,neutral,5,2024-01-31,0.15487486444915444,0.18269283053249746,1.2634589900307627
277,control,15,neutral,5,2024-02-29,0.2858513359703958,0.17787666730294893,2.3077299671896
278,control,15,neutral,5,2024-03-31,0.32088617551539,0.16998521800687227,2.31505799043338
279,control,15,neutral,5,2024-04-30,0.25245735208670705,0.18435549006897456,1.4233649675312237
280,control,15,neutral,5,2024-05-31,0.3651714880997903,0.1772863571897865,2.023112662339807
281,control,15,neutral,5,2024-06-30,0.4368625183489252,0.17397827982163486,2.211151942476679
282,control,15,neutral,5,2024-07-31,0.42667518443248476,0.17322543883232563,1.9657246174647545
283,control,15,neutral,5,2024-08-31,0.428960646557192,0.17765504694270914,1.7633925032847777
284,control,15,neutral,5,2024-09-30,0.4681145065575123,0.18697286428408266,1.662806293123595
285,control,15,neutral,5,2024-10-31,0.4782659018392108,0.1845382652579237,1.5960489291485844
286,control,15,neutral,5,2024-11-30,0.6332857481394527,0.1840275902039516,2.006481792465024
287,control,15,neutral,5,2024-12-31,0.6460068038881042,0.18227397759673267,1.897432711950638
288,control,15,neutral,6,2023-07-31,0.014624385243026117,0.1269078131871001,0.9503789420234874
289,control,15,neutral,6,2023-08-31,-0.0036619538961658593,0.22062889632194,-0.2871372929615385
290,control,15,neutral,6,2023-09-30,-0.06180594851427634,0.20014214928347981,-1.3371036866554444
291,control,15,neutral,6,2023-10-31,-0.10044614406908614,0.20013958181746666,-1.5281759304599019
292,control,15,neutral,6,2023-11-30,0.00891452570341178,0.21679446002971497,-0.09768774466838023
293,control,15,neutral,6,2023-12-31,0.043429522127122366,0.20201008085522956,0.21258801406294003
294,control,15,neutral,6,2024-01-31,-0.012453409724019204,0.19568556462169379,-0.3228568475776543
295,control,15,neutral,6,2024-02-29,0.040363439159732506,0.18571522302490198,0.09786655689573952
296,control,15,neutral,6,2024-03-31,0.009919391749311668,0.18711908125147897,-0.15745435752977988
297,control,15,neutral,6,2024-04-30,0.0007043228105605426,0.20239363398089033,-0.20526649509435743
298,control,15,neutral,6,2024-05-31,0.05598585293448077,0.20192651864703395,0.09118862012207253
299,control,15,neutral,6,2024-06-30,0.1435381343660982,0.19827314251483583,0.4956333149459163
300,control,15,neutral,6,2024-07-31,0.19602866387625073,0.21296118038430478,0.6340020918295719
301,control,15,neutral,6,2024-08-31,0.19251600408893887,0.2129222559856842,0.561519559560659
